rowid,pl_hostname,pl_letter,pl_discmethod,pl_pnum,pl_orbper,pl_orbperlim,pl_orbsmax,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenlim,pl_orbincl,pl_orbincllim,pl_bmassj,pl_bmassjlim,pl_bmassprov,pl_radj,pl_radjlim,pl_dens,pl_denslim,pl_ttvflag,pl_kepflag,pl_k2flag,pl_nnotes,ra_str,ra,dec_str,dec,st_dist,st_distlim,st_optmag,st_optmagerr,st_optmaglim,st_optmagblend,st_optband,st_teff,st_tefflim,st_teffblend,st_mass,st_masslim,st_massblend,st_rad,st_radlim,st_radblend
842,Kepler-1073,b,Transit,2,8.67888593,0,,,,,,,,,,0.205,0,,,0,1,0,1,19h36m36.65s,294.1527,+38d13m59.0s,38.233048,837,0,14.523,,0,0,Kepler-band,5792,0,0,1,0,0,1,0,0
843,Kepler-1073,c,Transit,2,4.02582254,0,,,,,,,,,,0.146,0,,,0,1,0,1,19h36m36.65s,294.1527,+38d13m59.0s,38.233048,837,0,14.523,,0,0,Kepler-band,5792,0,0,1,0,0,1,0,0
844,Kepler-1074,b,Transit,1,5.94566534,0,,,,,,,,,,0.112,0,,,0,1,0,1,18h57m54.37s,284.476545,+46d15m09.3s,46.252579,245,0,15.026,,0,0,Kepler-band,4002,0,0,0.6,0,0,0.57,0,0
845,Kepler-1075,b,Transit,1,1.52372816,0,,,,,,,,,,0.127,0,,,0,1,0,1,19h10m00.28s,287.501179,+47d28m09.4s,47.469269,265,0,15.313,,0,0,Kepler-band,3959,0,0,0.56,0,0,0.54,0,0
846,Kepler-1076,b,Transit,1,6.14727918,0,,,,,,,,,,0.071,0,,,0,1,0,1,19h10m21.62s,287.590098,+51d03m38.1s,51.060574,199,0,12.906,,0,0,Kepler-band,4868,0,0,0.79,0,0,0.74,0,0
847,Kepler-1077,b,Transit,1,34.3511874,0,,,,,,,,,,0.247,0,,,0,1,0,1,19h24m08.07s,291.033636,+42d16m04.3s,42.26786,1098,0,14.998,,0,0,Kepler-band,5816,0,0,1.02,0,0,1.02,0,0
848,Kepler-1078,b,Transit,1,3.00725242,0,,,,,,,,,,0.17,0,,,0,1,0,1,19h32m48.14s,293.200589,+43d03m00.1s,43.050037,1215,0,15.62,,0,0,Kepler-band,5612,0,0,0.94,0,0,0.92,0,0
849,Kepler-1079,b,Transit,1,13.24503188,0,,,,,,,,,,0.145,0,,,0,1,0,1,19h58m11.88s,299.549499,+45d46m11.1s,45.769753,481,0,12.584,,0,0,Kepler-band,5758,0,0,1.08,0,0,1.36,0,0
850,Kepler-108,b,Transit,2,49.183921,0,0.292,0,,,,,,,,0.772,0,,,0,1,0,1,19h38m14.20s,294.559169,+46d03m44.4s,46.062325,,,12.654,,0,0,Kepler-band,5854,0,0,0.87,0,0,2.19,0,0
851,Kepler-108,c,Transit,2,190.323494,0,0.721,0,,,,,,,,0.73,0,,,0,1,0,1,19h38m14.20s,294.559169,+46d03m44.4s,46.062325,,,12.654,,0,0,Kepler-band,5854,0,0,0.87,0,0,2.19,0,0
852,Kepler-1080,b,Transit,1,77.2548396,0,,,,,,,,,,0.293,0,,,0,1,0,1,19h45m51.49s,296.464522,+49d10m58.5s,49.182915,688,0,13.754,,0,0,Kepler-band,5956,0,0,1.1,0,0,1.16,0,0
853,Kepler-1081,b,Transit,1,3.85691855,0,,,,,,,,,,0.09,0,,,0,1,0,1,19h17m46.68s,289.44452,+41d19m03.9s,41.317757,425,0,13.746,,0,0,Kepler-band,5345,0,0,0.88,0,0,0.84,0,0
854,Kepler-1082,b,Transit,1,1.5432066,0,,,,,,,,,,0.1,0,,,0,1,0,1,19h17m26.08s,289.358672,+50d35m54.5s,50.598484,628,0,13.38,,0,0,Kepler-band,5923,0,0,1.03,0,0,1.14,0,0
855,Kepler-1083,b,Transit,1,33.4177993,0,,,,,,,,,,0.3,0,,,0,1,0,1,18h52m38.87s,283.161951,+45d11m53.9s,45.198315,912,0,15.824,,0,0,Kepler-band,5049,0,0,0.81,0,0,0.77,0,0
856,Kepler-1084,b,Transit,1,2.05333679,0,,,,,,,,,,0.099,0,,,0,1,0,1,19h20m24.47s,290.101971,+48d15m04.1s,48.251137,427,0,12.217,,0,0,Kepler-band,6113,0,0,1.12,0,0,1.28,0,0
857,Kepler-1085,b,Transit,1,219.3217528,0,,,,,,,,,,0.644,0,,,0,1,0,1,19h09m54.64s,287.477648,+46d08m28.3s,46.141186,1518,0,15.273,,0,0,Kepler-band,6000,0,0,1.11,0,0,1.14,0,0
858,Kepler-1086,b,Transit,2,18.78425728,0,,,,,,,,,,0.218,0,,,0,1,0,1,19h41m00.28s,295.251155,+45d50m34.7s,45.842972,464,0,15.561,,0,0,Kepler-band,4350,0,0,0.7,0,0,0.66,0,0
859,Kepler-1086,c,Transit,2,161.5163345,0,,,,,,,,,,0.262,0,,,0,1,0,1,19h41m00.28s,295.251155,+45d50m34.7s,45.842972,464,0,15.561,,0,0,Kepler-band,4350,0,0,0.7,0,0,0.66,0,0
860,Kepler-1087,b,Transit,1,0.69384285,0,,,,,,,,,,0.054,0,,,0,1,0,1,19h39m54.92s,294.978825,+46d00m20.4s,46.005653,354,0,12.953,,0,0,Kepler-band,5589,0,0,0.96,0,0,0.94,0,0
861,Kepler-1088,b,Transit,1,23.12748644,0,,,,,,,,,,0.127,0,,,0,1,0,1,18h46m14.75s,281.561453,+42d27m01.8s,42.450504,300,0,11.863,,0,0,Kepler-band,5975,0,0,1.08,0,0,1.08,0,0
862,Kepler-1089,b,Transit,1,5.13248562,0,,,,,,,,,,0.163,0,,,0,1,0,1,19h24m22.26s,291.092742,+49d11m24.2s,49.190059,227,0,15.535,,0,0,Kepler-band,3753,0,0,0.52,0,0,0.49,0,0
863,Kepler-109,b,Transit,2,6.48163,0,,,,,,,0.004,0,Mass,0.211,0,0.3,0,0,1,0,1,19h21m34.25s,290.392721,+40d17m05.5s,40.284875,,,12.365,,0,0,Kepler-band,5952,0,0,1.04,0,0,1.32,0,0
864,Kepler-109,c,Transit,2,21.2227,0,,,,,,,0.007,0,Mass,0.225,0,0.65,0,0,1,0,1,19h21m34.25s,290.392721,+40d17m05.5s,40.284875,,,12.365,,0,0,Kepler-band,5952,0,0,1.04,0,0,1.32,0,0
865,Kepler-1090,b,Transit,1,198.680179,0,,,,,,,,,,0.201,0,,,0,1,0,1,19h42m39.09s,295.662872,+44d31m33.0s,44.525845,702,0,15.001,,0,0,Kepler-band,5321,0,0,0.86,0,0,0.82,0,0
866,Kepler-1091,b,Transit,1,1.43474156,0,,,,,,,,,,0.13,0,,,0,1,0,1,19h59m08.51s,299.785465,+43d40m14.7s,43.670753,915,0,14.691,,0,0,Kepler-band,5851,0,0,1.01,0,0,1.03,0,0
867,Kepler-1092,b,Transit,1,58.6017925,0,,,,,,,,,,0.185,0,,,0,1,0,1,19h50m53.55s,297.72314,+47d06m45.6s,47.112659,914,0,14.649,,0,0,Kepler-band,5862,0,0,0.99,0,0,1,0,0
868,Kepler-1093,b,Transit,2,25.0824626,0,,,,,,,,,,0.174,0,,,0,1,0,1,18h59m54.72s,284.978013,+41d25m12.6s,41.420166,848,0,13.838,,0,0,Kepler-band,6166,0,0,1.13,0,0,1.2,0,0
869,Kepler-1093,c,Transit,2,89.722292,0,,,,,,,,,,0.175,0,,,0,1,0,1,18h59m54.72s,284.978013,+41d25m12.6s,41.420166,848,0,13.838,,0,0,Kepler-band,6166,0,0,1.13,0,0,1.2,0,0
870,Kepler-1094,b,Transit,1,78.1000231,0,,,,,,,,,,0.284,0,,,0,1,0,1,19h29m12.30s,292.301253,+38d16m01.3s,38.267041,1371,0,14.999,,0,0,Kepler-band,6112,0,0,1.14,0,0,1.21,0,0
871,Kepler-1095,b,Transit,1,4.27103091,0,,,,,,,,,,0.108,0,,,0,1,0,1,19h33m02.99s,293.262447,+41d21m54.4s,41.365114,758,0,14.553,,0,0,Kepler-band,5658,0,0,0.94,0,0,0.92,0,0
872,Kepler-1096,b,Transit,1,2.89221751,0,,,,,,,,,,0.111,0,,,0,1,0,1,19h38m50.25s,294.70938,+45d58m10.2s,45.969501,344,0,15.068,,0,0,Kepler-band,4306,0,0,0.66,0,0,0.63,0,0
873,Kepler-1097,b,Transit,1,187.747029,0,,,,,,,,,,0.291,0,,,0,1,0,1,18h46m22.60s,281.594148,+42d35m47.1s,42.596416,738,0,15.206,,0,0,Kepler-band,5211,0,0,0.82,0,0,0.79,0,0
874,Kepler-1098,b,Transit,1,2.54307286,0,,,,,,,,,,0.116,0,,,0,1,0,1,19h42m00.65s,295.502705,+43d13m58.1s,43.232796,876,0,14.736,,0,0,Kepler-band,5794,0,0,0.99,0,0,0.99,0,0
875,Kepler-1099,b,Transit,1,2.16845259,0,,,,,,,,,,0.252,0,,,0,1,0,1,19h14m59.99s,288.749962,+48d16m37.8s,48.277176,1209,0,15.141,,0,0,Kepler-band,5837,0,0,1.01,0,0,1,0,0
876,Kepler-11,b,Transit,6,10.3039,0,0.091,0,0.045,0,89.64,0,0.006,0,Mass,0.161,0,1.72,0,1,1,0,1,19h48m27.63s,297.115123,+41d54m32.9s,41.909138,613,0,14.2,,0,0,V (Johnson),5663,0,0,0.96,0,0,1.06,0,0
877,Kepler-11,c,Transit,6,13.0241,0,0.107,0,0.026,0,89.59,0,0.009,0,Mass,0.256,0,0.66,0,1,1,0,1,19h48m27.63s,297.115123,+41d54m32.9s,41.909138,613,0,14.2,,0,0,V (Johnson),5663,0,0,0.96,0,0,1.06,0,0
878,Kepler-11,d,Transit,6,22.6845,0,0.155,0,0.004,0,89.67,0,0.023,0,Mass,0.278,0,1.28,0,1,1,0,1,19h48m27.63s,297.115123,+41d54m32.9s,41.909138,613,0,14.2,,0,0,V (Johnson),5663,0,0,0.96,0,0,1.06,0,0
879,Kepler-11,e,Transit,6,31.9996,0,0.195,0,0.012,0,88.89,0,0.025,0,Mass,0.374,0,0.58,0,1,1,0,1,19h48m27.63s,297.115123,+41d54m32.9s,41.909138,613,0,14.2,,0,0,V (Johnson),5663,0,0,0.96,0,0,1.06,0,0
880,Kepler-11,f,Transit,6,46.6888,0,0.25,0,0.013,0,89.47,0,0.006,0,Mass,0.222,0,0.69,0,1,1,0,1,19h48m27.63s,297.115123,+41d54m32.9s,41.909138,613,0,14.2,,0,0,V (Johnson),5663,0,0,0.96,0,0,1.06,0,0
881,Kepler-11,g,Transit,6,118.3807,0,0.466,0,0.15,1,89.87,0,0.079,1,Mass,0.297,0,4,1,1,1,0,1,19h48m27.63s,297.115123,+41d54m32.9s,41.909138,613,0,14.2,,0,0,V (Johnson),5663,0,0,0.96,0,0,1.06,0,0
882,Kepler-110,b,Transit,2,12.691112,0,0.107,0,,,,,,,,0.163,0,,,0,1,0,1,19h31m42.99s,292.929133,+48d36m10.1s,48.602814,,,12.935,,0,0,Kepler-band,5960,0,0,,,,1.15,0,0
883,Kepler-110,c,Transit,2,31.719775,0,0.198,0,,,,,,,,0.197,0,,,0,1,0,1,19h31m42.99s,292.929133,+48d36m10.1s,48.602814,,,12.935,,0,0,Kepler-band,5960,0,0,,,,1.15,0,0
884,Kepler-1100,b,Transit,1,6.42200058,0,,,,,,,,,,0.156,0,,,0,1,0,1,19h27m29.13s,291.871356,+44d05m14.6s,44.087376,940,0,13.862,,0,0,Kepler-band,6247,0,0,1.21,0,0,1.34,0,0
885,Kepler-1101,b,Transit,1,81.3151059,0,,,,,,,,,,0.22,0,,,0,1,0,1,19h38m16.65s,294.569379,+45d40m16.5s,45.671257,897,0,15.111,,0,0,Kepler-band,5614,0,0,0.94,0,0,0.91,0,0
886,Kepler-1102,b,Transit,1,51.3285623,0,,,,,,,,,,0.237,0,,,0,1,0,1,18h45m17.42s,281.322565,+48d03m59.4s,48.066505,986,0,14.955,,0,0,Kepler-band,5724,0,0,0.96,0,0,0.94,0,0
887,Kepler-1103,b,Transit,1,19.79191978,0,,,,,,,,,,0.203,0,,,0,1,0,1,19h09m31.70s,287.38209,+49d27m08.6s,49.452396,921,0,14.09,,0,0,Kepler-band,6092,0,0,1.11,0,0,1.15,0,0
888,Kepler-1104,b,Transit,1,5.03728015,0,,,,,,,,,,0.11,0,,,0,1,0,1,19h37m52.45s,294.468554,+49d19m51.7s,49.331024,516,0,12.189,,0,0,Kepler-band,6417,0,0,1.3,0,0,1.41,0,0
889,Kepler-1105,b,Transit,1,4.42157218,0,,,,,,,,,,0.179,0,,,0,1,0,1,18h44m26.82s,281.111771,+42d27m17.8s,42.454931,369,0,15.18,,0,0,Kepler-band,4299,0,0,0.71,0,0,0.68,0,0
890,Kepler-1106,b,Transit,1,1.25275217,0,,,,,,,,,,0.147,0,,,0,1,0,1,19h24m34.85s,291.145201,+44d03m45.2s,44.062546,1168,0,14.69,,0,0,Kepler-band,6104,0,0,1.11,0,0,1.17,0,0
891,Kepler-1107,b,Transit,1,0.57103852,0,,,,,,,,,,0.12,0,,,0,1,0,1,19h24m11.98s,291.049927,+39d08m30.0s,39.141674,457,0,14.098,,0,0,Kepler-band,5268,0,0,0.86,0,0,0.82,0,0
892,Kepler-1108,b,Transit,1,4.51005748,0,,,,,,,,,,0.13,0,,,0,1,0,1,19h44m10.16s,296.042339,+45d59m06.5s,45.985146,764,0,14.979,,0,0,Kepler-band,5406,0,0,0.88,0,0,0.84,0,0
893,Kepler-1109,b,Transit,1,37.6467384,0,,,,,,,,,,0.195,0,,,0,1,0,1,19h26m35.10s,291.646244,+39d23m47.8s,39.396624,797,0,14.288,,0,0,Kepler-band,5893,0,0,1.05,0,0,1.06,0,0
894,Kepler-111,b,Transit,2,3.341815,0,0.046,0,,,,,,,,0.141,0,,,1,1,0,1,19h26m36.76s,291.65317,+44d41m17.8s,44.688274,,,13.492,,0,0,Kepler-band,5952,0,0,,,,1.16,0,0
895,Kepler-111,c,Transit,2,224.784608,0,0.761,0,,,,,,,,0.651,0,,,1,1,0,1,19h26m36.76s,291.65317,+44d41m17.8s,44.688274,,,13.492,,0,0,Kepler-band,5952,0,0,,,,1.16,0,0
896,Kepler-1110,b,Transit,1,9.69312032,0,,,,,,,,,,0.237,0,,,0,1,0,1,19h27m13.93s,291.808022,+38d37m21.7s,38.622703,726,0,15.914,,0,0,Kepler-band,4781,0,0,0.73,0,0,0.7,0,0
897,Kepler-1111,b,Transit,1,8.79617863,0,,,,,,,,,,0.178,0,,,0,1,0,1,19h41m51.21s,295.463372,+45d48m45.9s,45.812744,1142,0,15.159,,0,0,Kepler-band,6077,0,0,1.1,0,0,1.15,0,0
898,Kepler-1112,b,Transit,1,14.36267939,0,,,,,,,,,,0.269,0,,,0,1,0,1,19h47m52.52s,296.968815,+47d45m05.4s,47.751488,1734,0,14.612,,0,0,Kepler-band,6496,0,0,1.34,0,0,1.54,0,0
899,Kepler-1113,b,Transit,1,42.3004954,0,,,,,,,,,,0.251,0,,,0,1,0,1,19h17m37.61s,289.406695,+39d20m19.8s,39.338834,1127,0,14.766,,0,0,Kepler-band,5931,0,0,1.12,0,0,1.17,0,0
900,Kepler-1114,b,Transit,1,14.97435694,0,,,,,,,,,,0.12,0,,,0,1,0,1,19h56m56.86s,299.236933,+45d50m04.9s,45.834698,427,0,13.747,,0,0,Kepler-band,5374,0,0,0.87,0,0,0.83,0,0
901,Kepler-1115,b,Transit,1,23.5540725,0,,,,,,,,,,0.152,0,,,0,1,0,1,19h39m58.03s,294.991772,+40d08m39.9s,40.144409,935,0,11.98,,0,0,Kepler-band,8480,0,0,1.6,0,0,1.73,0,0
902,Kepler-1116,b,Transit,1,41.6977827,0,,,,,,,,,,0.227,0,,,0,1,0,1,19h27m44.08s,291.933655,+44d06m55.8s,44.115505,1017,0,15.265,,0,0,Kepler-band,5641,0,0,0.95,0,0,0.93,0,0
903,Kepler-1117,b,Transit,1,4.79028459,0,,,,,,,,,,0.099,0,,,0,1,0,1,19h28m20.35s,292.08478,+49d14m14.9s,49.23748,619,0,14.102,,0,0,Kepler-band,5612,0,0,0.95,0,0,0.93,0,0
904,Kepler-1118,b,Transit,1,38.6715075,0,,,,,,,,,,0.244,0,,,0,1,0,1,19h59m51.76s,299.965664,+44d09m39.2s,44.160896,818,0,14.94,,0,0,Kepler-band,5688,0,0,0.96,0,0,0.97,0,0
905,Kepler-1119,b,Transit,1,8.3265153,0,,,,,,,,,,0.171,0,,,0,1,0,1,19h48m04.59s,297.019131,+44d19m39.1s,44.327522,1288,0,15.06,,0,0,Kepler-band,6083,0,0,1.11,0,0,1.17,0,0
906,Kepler-112,b,Transit,2,8.408878,0,0.076,0,,,,,,,,0.211,0,,,0,1,0,1,19h47m55.44s,296.981009,+43d12m35.1s,43.209751,,,13.771,,0,0,Kepler-band,5544,0,0,,,,0.84,0,0
907,Kepler-112,c,Transit,2,28.574263,0,0.172,0,,,,,,,,0.214,0,,,0,1,0,1,19h47m55.44s,296.981009,+43d12m35.1s,43.209751,,,13.771,,0,0,Kepler-band,5544,0,0,,,,0.84,0,0
908,Kepler-1120,b,Transit,1,2.94902905,0,,,,,,,,,,0.123,0,,,0,1,0,1,19h23m39.48s,290.914483,+42d17m11.7s,42.286579,635,0,15.333,,0,0,Kepler-band,4904,0,0,0.78,0,0,0.74,0,0
909,Kepler-1121,b,Transit,1,13.15141081,0,,,,,,,,,,0.17,0,,,0,1,0,1,19h51m08.79s,297.786606,+47d53m10.1s,47.886127,529,0,12.071,,0,0,Kepler-band,6231,0,0,1.29,0,0,1.59,0,0
910,Kepler-1122,b,Transit,1,42.1917357,0,,,,,,,,,,0.182,0,,,0,1,0,1,19h13m07.33s,288.280535,+46d20m27.3s,46.340904,924,0,15.06,,0,0,Kepler-band,5544,0,0,0.92,0,0,0.89,0,0
911,Kepler-1123,b,Transit,1,4.33946454,0,,,,,,,,,,0.149,0,,,0,1,0,1,19h38m04.24s,294.517667,+50d40m13.4s,50.670399,796,0,14.822,,0,0,Kepler-band,5500,0,0,0.93,0,0,0.9,0,0
912,Kepler-1124,b,Transit,1,2.85234897,0,,,,,,,,,,0.114,0,,,0,1,0,1,19h06m22.63s,286.594273,+37d53m28.6s,37.891266,177,0,15.959,,0,0,Kepler-band,3658,0,0,0.35,0,0,0.34,0,0
913,Kepler-1125,b,Transit,1,17.6700642,0,,,,,,,,,,0.164,0,,,0,1,0,1,19h41m55.49s,295.481223,+40d43m55.1s,40.73198,910,0,14.874,,0,0,Kepler-band,5683,0,0,0.95,0,0,0.94,0,0
914,Kepler-1126,b,Transit,1,108.593329,0,,,,,,,,,,0.154,0,,,0,1,0,1,19h02m46.08s,285.691992,+45d41m21.8s,45.689396,668,0,14.033,,0,0,Kepler-band,5798,0,0,0.92,0,0,0.93,0,0
915,Kepler-1127,b,Transit,1,5.12330347,0,,,,,,,,,,0.175,0,,,0,1,0,1,19h32m52.17s,293.217384,+42d43m14.5s,42.720707,996,0,15.162,,0,0,Kepler-band,5664,0,0,0.97,0,0,0.95,0,0
916,Kepler-1128,b,Transit,1,61.6178167,0,,,,,,,,,,0.326,0,,,0,1,0,1,19h32m15.20s,293.063338,+39d24m12.4s,39.403444,1163,0,15.722,,0,0,Kepler-band,5543,0,0,0.94,0,0,0.91,0,0
917,Kepler-1129,b,Transit,2,24.3397804,0,,,,,,,,,,0.264,0,,,0,1,0,1,19h26m25.08s,291.604495,+41d18m33.7s,41.309361,1258,0,15.28,,0,0,Kepler-band,5831,0,0,1,0,0,1,0,0
918,Kepler-1129,c,Transit,2,76.5369586,0,,,,,,,,,,0.244,0,,,0,1,0,1,19h26m25.08s,291.604495,+41d18m33.7s,41.309361,1258,0,15.28,,0,0,Kepler-band,5831,0,0,1,0,0,1,0,0
919,Kepler-113,b,Transit,2,4.754,0,,,,,,,0.037,0,Mass,0.162,0,10.73,0,0,1,0,1,19h11m59.49s,287.997883,+50d56m39.6s,50.944332,,,13.461,,0,0,Kepler-band,4725,0,0,0.75,0,0,0.69,0,0
920,Kepler-113,c,Transit,2,8.92507,0,,,,,,,0.027,1,Mass,0.194,0,,,0,1,0,1,19h11m59.49s,287.997883,+50d56m39.6s,50.944332,,,13.461,,0,0,Kepler-band,4725,0,0,0.75,0,0,0.69,0,0
921,Kepler-1130,b,Transit,1,5.45298175,0,,,,,,,,,,0.071,0,,,0,1,0,1,19h00m49.80s,285.207485,+45d23m03.7s,45.38435,234,0,12.404,,0,0,Kepler-band,5403,0,0,0.9,0,0,0.81,0,0
922,Kepler-1131,b,Transit,1,3.53232449,0,,,,,,,,,,0.142,0,,,0,1,0,1,19h42m36.36s,295.651494,+49d15m40.7s,49.261295,1109,0,14.972,,0,0,Kepler-band,5851,0,0,1.03,0,0,1.04,0,0
923,Kepler-1132,b,Transit,1,62.8916228,0,,,,,,,,,,0.21,0,,,0,1,0,1,19h05m28.19s,286.367463,+48d25m26.2s,48.423935,940,0,15.481,,0,0,Kepler-band,5298,0,0,0.87,0,0,0.83,0,0
924,Kepler-1133,b,Transit,1,11.55562343,0,,,,,,,,,,0.176,0,,,0,1,0,1,19h33m17.38s,293.322404,+42d52m02.9s,42.86747,821,0,14.816,,0,0,Kepler-band,5569,0,0,0.93,0,0,0.9,0,0
925,Kepler-1134,b,Transit,1,17.13263989,0,,,,,,,,,,0.236,0,,,0,1,0,1,19h42m16.32s,295.567982,+42d28m41.8s,42.478287,997,0,15.842,,0,0,Kepler-band,5281,0,0,0.84,0,0,0.81,0,0
926,Kepler-1135,b,Transit,1,76.957857,0,,,,,,,,,,0.165,0,,,0,1,0,1,19h04m00.71s,286.002968,+44d45m23.7s,44.756592,728,0,14.353,,0,0,Kepler-band,5656,0,0,0.96,0,0,0.94,0,0
927,Kepler-1136,b,Transit,1,2.36172433,0,,,,,,,,,,0.146,0,,,0,1,0,1,18h56m25.87s,284.107796,+44d14m44.9s,44.245808,545,0,15.658,,0,0,Kepler-band,4512,0,0,0.72,0,0,0.68,0,0
928,Kepler-1137,b,Transit,1,23.9210791,0,,,,,,,,,,0.196,0,,,0,1,0,1,19h08m31.27s,287.130272,+48d39m55.3s,48.665375,971,0,12.768,,0,0,Kepler-band,6807,0,0,1.5,0,0,1.84,0,0
929,Kepler-1138,b,Transit,1,3.17060005,0,,,,,,,,,,0.152,0,,,0,1,0,1,19h03m35.82s,285.899242,+48d18m26.3s,48.307301,1101,0,15.353,,0,0,Kepler-band,5582,0,0,0.95,0,0,0.92,0,0
930,Kepler-1139,b,Transit,1,0.81316672,0,,,,,,,,,,0.106,0,,,0,1,0,1,19h11m46.95s,287.945617,+39d13m50.0s,39.230568,555,0,14.113,,0,0,Kepler-band,5550,0,0,0.94,0,0,0.91,0,0
931,Kepler-114,b,Transit,3,5.188549,0,0.053,0,,,,,,,,0.112,0,,,0,1,0,1,19h36m29.14s,294.121421,+48d20m58.3s,48.349525,,,13.738,,0,0,Kepler-band,4605,0,0,0.56,0,0,0.67,0,0
932,Kepler-114,c,Transit,3,8.041,0,,,,,,,0.009,0,Mass,0.143,0,,,1,1,0,1,19h36m29.14s,294.121421,+48d20m58.3s,48.349525,,,13.738,,0,0,Kepler-band,4605,0,0,0.56,0,0,0.67,0,0
933,Kepler-114,d,Transit,3,11.776,0,,,,,,,0.012,0,Mass,0.226,0,,,1,1,0,1,19h36m29.14s,294.121421,+48d20m58.3s,48.349525,,,13.738,,0,0,Kepler-band,4605,0,0,0.56,0,0,0.67,0,0
934,Kepler-1140,b,Transit,1,24.0862707,0,,,,,,,,,,0.247,0,,,0,1,0,1,18h46m46.56s,281.693981,+46d56m47.2s,46.946449,657,0,15.464,,0,0,Kepler-band,4850,0,0,0.76,0,0,0.73,0,0
935,Kepler-1141,b,Transit,1,2.34451194,0,,,,,,,,,,0.073,0,,,0,1,0,1,19h22m10.47s,290.543645,+47d43m33.2s,47.72588,365,0,12.589,,0,0,Kepler-band,5791,0,0,1.01,0,0,1.07,0,0
936,Kepler-1142,b,Transit,1,18.3027248,0,,,,,,,,,,0.131,0,,,0,1,0,1,19h30m51.46s,292.714435,+44d04m56.4s,44.082336,697,0,14.31,,0,0,Kepler-band,5685,0,0,0.97,0,0,0.96,0,0
937,Kepler-1143,b,Transit,2,2.88890485,0,,,,,,,,,,0.149,0,,,0,1,0,1,19h09m12.68s,287.302821,+39d17m22.9s,39.289688,632,0,15.195,,0,0,Kepler-band,5053,0,0,0.81,0,0,0.77,0,0
938,Kepler-1143,c,Transit,2,210.630591,0,,,,,,,,,,0.321,0,,,0,1,0,1,19h09m12.68s,287.302821,+39d17m22.9s,39.289688,632,0,15.195,,0,0,Kepler-band,5053,0,0,0.81,0,0,0.77,0,0
939,Kepler-1144,b,Transit,1,17.14647302,0,,,,,,,,,,0.178,0,,,0,1,0,1,19h20m10.39s,290.043293,+47d15m28.7s,47.257977,1012,0,14.941,,0,0,Kepler-band,5753,0,0,0.98,0,0,0.96,0,0
940,Kepler-1145,b,Transit,1,3.97076766,0,,,,,,,,,,0.125,0,,,0,1,0,1,19h41m13.96s,295.308161,+43d02m39.9s,43.044415,714,0,15.443,,0,0,Kepler-band,5064,0,0,0.79,0,0,0.75,0,0
941,Kepler-1146,b,Transit,1,2.3522658,0,,,,,,,,,,0.11,0,,,0,1,0,1,19h06m51.99s,286.716626,+47d25m32.3s,47.425633,694,0,15.848,,0,0,Kepler-band,4692,0,0,0.74,0,0,0.7,0,0
942,Kepler-1147,b,Transit,1,10.62784997,0,,,,,,,,,,0.233,0,,,0,1,0,1,19h30m11.41s,292.547537,+41d38m34.6s,41.642956,1476,0,15.401,,0,0,Kepler-band,5941,0,0,1.09,0,0,1.14,0,0
943,Kepler-1148,b,Transit,1,1.10446351,0,,,,,,,,,,0.151,0,,,0,1,0,1,19h23m48.85s,290.953557,+45d43m10.3s,45.719536,682,0,15.277,,0,0,Kepler-band,5054,0,0,0.81,0,0,0.77,0,0
944,Kepler-1149,b,Transit,1,3.73089898,0,,,,,,,,,,0.128,0,,,0,1,0,1,19h36m45.42s,294.18926,+45d09m05.7s,45.151577,1023,0,14.966,,0,0,Kepler-band,5833,0,0,1.02,0,0,1.01,0,0
945,Kepler-115,b,Transit,2,2.403679,0,0.036,0,,,,,,,,0.097,0,,,0,1,0,1,19h50m50.84s,297.711849,+45d15m42.9s,45.261925,,,13.431,,0,0,Kepler-band,5979,0,0,1,0,0,1.21,0,0
946,Kepler-115,c,Transit,2,8.990889,0,0.087,0,,,,,,,,0.232,0,,,0,1,0,1,19h50m50.84s,297.711849,+45d15m42.9s,45.261925,,,13.431,,0,0,Kepler-band,5979,0,0,1,0,0,1.21,0,0
947,Kepler-1150,b,Transit,1,2.78786839,0,,,,,,,,,,0.091,0,,,0,1,0,1,19h46m53.88s,296.724492,+49d31m57.8s,49.532715,373,0,14.435,,0,0,Kepler-band,4754,0,0,0.76,0,0,0.72,0,0
948,Kepler-1151,b,Transit,1,65.6478424,0,,,,,,,,,,0.198,0,,,0,1,0,1,19h28m59.47s,292.247793,+47d52m42.4s,47.878452,763,0,14.872,,0,0,Kepler-band,5470,0,0,0.88,0,0,0.85,0,0
949,Kepler-1152,b,Transit,1,1.64680191,0,,,,,,,,,,0.078,0,,,0,1,0,1,19h21m44.17s,290.434033,+44d06m27.5s,44.107651,184,0,14.634,,0,0,Kepler-band,3964,0,0,0.55,0,0,0.53,0,0
950,Kepler-1153,b,Transit,1,1.75583533,0,,,,,,,,,,0.154,0,,,0,1,0,1,19h16m35.33s,289.147217,+45d51m58.2s,45.866181,1185,0,15.758,,0,0,Kepler-band,5470,0,0,0.91,0,0,0.88,0,0
951,Kepler-1154,b,Transit,2,5.1856142,0,,,,,,,,,,0.209,0,,,0,1,0,1,19h49m54.51s,297.477127,+39d52m38.1s,39.877247,1531,0,14.806,,0,0,Kepler-band,6327,0,0,1.26,0,0,1.43,0,0
